Age,Gender,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours,Occupation_Business Owner,Occupation_Freelancer,Occupation_Professional,Occupation_Student
18,0,1,1.2,4.0,3,7.9,2,43,2,9.7,0,1,0,0
47,0,0,10.8,3.9,2,7.5,4,32,4,10.5,0,0,1,0
35,0,0,1.5,7.8,2,8.9,6,30,5,7.4,1,0,0,0
26,2,0,11.9,2.7,2,8.4,10,9,6,2.8,1,0,0,0
33,0,1,6.8,7.8,10,8.0,10,6,2,11.8,0,1,0,0
41,1,0,4.6,1.6,9,7.0,4,30,1,3.3,0,0,0,1
55,0,0,3.4,6.6,8,7.3,10,49,2,10.6,0,0,0,1
25,0,0,10.0,3.8,1,8.4,4,37,3,8.7,1,0,0,0
35,0,0,10.0,6.3,1,6.0,7,50,0,7.3,1,0,0,0
29,1,0,3.1,5.8,8,7.2,1,25,6,8.3,0,0,1,0
42,2,0,7.9,2.2,7,8.2,6,52,1,8.0,0,0,1,0
25,2,0,1.8,4.6,8,4.1,5,38,0,13.7,1,0,0,0
36,2,1,6.8,2.5,3,8.0,2,44,3,8.5,1,0,0,0
21,2,1,3.2,3.4,1,8.3,6,51,0,3.0,0,0,0,1
60,0,0,5.1,1.8,1,7.0,7,29,0,10.9,0,0,1,0
34,0,0,3.6,6.5,7,8.2,5,27,2,12.0,0,0,0,1
59,1,1,9.7,7.0,2,8.5,9,15,5,12.8,0,0,0,1
52,0,1,6.3,6.9,3,7.9,7,18,3,11.6,0,0,1,0
55,1,0,2.0,5.8,7,8.2,3,28,4,11.9,0,0,0,1
30,2,1,7.4,6.5,9,7.2,9,49,3,10.0,1,0,0,0
33,0,0,10.0,8.0,8,8.2,7,15,3,9.3,0,1,0,0
28,0,0,11.8,4.5,1,8.7,6,30,6,13.1,0,0,1,0
44,2,0,3.1,6.7,10,5.0,8,49,4,4.0,0,0,1,0
25,0,1,8.2,1.1,8,4.6,6,13,5,10.2,0,0,0,1
37,2,0,10.8,1.9,10,8.3,8,8,6,8.6,0,0,0,1
38,0,1,5.7,7.6,8,8.6,3,13,1,6.1,0,1,0,0
37,0,1,6.9,7.9,8,4.6,5,20,5,13.4,1,0,0,0
31,1,0,1.7,3.4,4,5.3,6,40,3,8.3,0,0,0,1
21,2,1,7.4,6.5,5,4.9,3,50,6,6.2,0,0,0,1
46,0,1,9.3,3.0,5,8.1,10,9,1,13.1,1,0,0,0
54,2,0,4.8,7.2,2,5.8,1,31,6,9.7,0,0,0,1
44,1,0,9.7,4.0,8,8.0,6,35,1,4.8,1,0,0,0
32,0,1,6.5,5.6,3,6.2,7,49,3,11.8,0,1,0,0
60,2,0,9.5,2.4,3,4.6,1,24,2,10.9,0,1,0,0
47,2,0,3.3,3.2,10,5.7,5,54,6,5.1,0,1,0,0
32,2,0,9.4,6.8,1,5.7,7,24,6,9.6,0,1,0,0
24,0,0,3.8,6.3,4,6.3,6,52,0,12.4,0,0,0,1
19,2,1,4.0,0.7,1,8.7,10,52,5,13.3,0,0,0,1
19,2,1,2.5,4.1,3,4.1,9,29,1,5.3,0,0,1,0
52,2,1,8.0,6.9,7,8.1,4,30,1,3.9,0,1,0,0
59,0,1,10.2,2.3,9,4.2,6,21,2,8.7,0,0,0,1
25,1,1,8.1,4.7,5,4.7,5,54,4,11.7,1,0,0,0
49,0,1,8.9,5.9,4,4.6,7,11,0,4.7,0,0,1,0
51,2,0,8.4,5.6,5,5.3,7,39,2,7.8,0,1,0,0
40,0,0,2.1,7.3,5,5.5,1,25,2,8.5,0,0,0,1
28,0,1,4.2,1.6,4,8.9,3,58,6,4.2,1,0,0,0
27,1,1,10.9,1.9,1,4.4,4,60,0,13.7,0,1,0,0
25,2,1,2.3,3.6,2,5.6,8,21,2,3.9,0,0,0,1
23,1,1,8.1,1.8,8,5.7,2,7,6,10.7,0,0,1,0
41,2,0,2.5,2.0,3,6.4,1,38,6,11.4,0,0,1,0
53,1,1,2.2,0.6,10,5.2,1,18,1,9.6,1,0,0,0
46,0,0,11.6,4.2,7,4.8,8,60,1,11.2,0,0,1,0
23,0,0,8.1,6.6,5,7.4,10,28,5,3.7,0,0,0,1
53,1,0,3.6,6.6,4,6.3,7,44,6,13.2,0,0,0,1
35,0,0,5.5,4.1,10,5.8,6,25,0,5.7,1,0,0,0
38,1,0,9.5,6.9,5,5.8,7,40,3,6.7,0,1,0,0
28,0,0,1.6,6.1,4,8.3,5,55,3,5.7,0,0,1,0
31,1,0,7.0,0.6,9,7.1,8,13,3,7.1,0,0,1,0
41,2,1,8.4,1.2,1,5.4,1,51,2,12.4,0,1,0,0
60,1,1,10.9,1.6,6,4.5,8,48,3,4.4,0,0,1,0
35,2,0,6.2,3.7,10,8.5,7,44,4,6.8,0,0,1,0
29,1,0,10.5,0.6,6,5.2,1,5,4,2.7,0,0,1,0
45,1,0,10.0,3.3,9,5.1,1,47,0,12.4,0,0,0,1
50,1,1,8.7,6.0,8,5.4,10,48,4,6.8,0,0,0,1
47,1,0,2.9,3.5,6,4.3,7,60,5,9.4,0,0,1,0
34,1,1,7.2,5.6,6,6.2,4,60,4,10.1,0,0,1,0
35,0,0,5.5,7.4,3,4.9,5,14,6,4.9,0,1,0,0
59,2,1,11.8,1.9,6,4.3,10,13,6,9.3,0,0,0,1
49,0,1,8.5,5.9,2,8.0,3,39,3,7.3,0,0,0,1
21,2,0,2.2,4.8,5,6.1,5,52,5,13.9,1,0,0,0
25,1,1,6.6,6.4,7,6.9,2,47,2,13.1,0,0,1,0
49,1,1,1.6,3.4,2,7.5,8,25,6,2.6,0,0,0,1
30,2,0,5.0,2.6,10,6.9,7,12,2,9.5,0,0,1,0
59,1,0,4.8,2.4,3,6.2,9,32,0,8.4,0,0,0,1
28,2,0,9.7,3.4,5,7.7,2,7,3,6.3,1,0,0,0
59,0,0,5.7,6.1,6,8.4,5,17,4,5.7,0,1,0,0
19,1,1,7.6,1.9,5,7.2,2,7,3,11.1,0,1,0,0
51,0,0,3.1,3.8,4,7.4,6,11,2,5.3,0,0,1,0
44,2,0,4.1,0.8,3,4.9,1,19,4,4.0,1,0,0,0
39,0,0,1.9,4.9,5,5.6,2,25,1,4.4,0,0,0,1
27,1,1,5.4,5.5,1,6.9,5,26,4,10.9,0,0,1,0
32,2,0,4.8,1.3,3,7.3,5,40,6,4.6,0,0,0,1
46,2,0,1.4,2.7,3,5.6,5,59,2,6.5,0,1,0,0
47,0,1,2.7,4.0,4,7.9,3,44,0,6.0,0,1,0,0
46,2,0,2.7,2.0,9,8.3,5,34,5,12.9,0,1,0,0
26,2,0,7.7,5.6,3,4.1,7,19,4,8.3,1,0,0,0
54,1,1,1.5,6.2,8,6.8,8,14,3,8.4,0,1,0,0
45,1,1,4.8,5.2,4,7.8,8,28,2,7.6,1,0,0,0
43,1,1,3.2,7.7,10,7.2,9,46,3,9.8,0,0,1,0
38,1,1,11.7,6.4,2,6.2,8,48,0,3.8,0,0,0,1
44,0,0,6.5,4.1,8,5.6,1,14,6,12.1,0,1,0,0
30,1,0,2.1,2.2,9,7.9,2,52,1,13.2,0,0,1,0
30,2,0,7.4,5.1,4,6.6,9,42,6,7.0,0,0,1,0
47,2,1,4.5,7.6,2,4.7,6,51,6,8.7,0,0,0,1
18,1,0,3.0,7.1,4,5.3,5,52,3,2.3,1,0,0,0
25,2,1,8.1,3.3,8,8.0,8,14,4,10.9,0,0,1,0
35,1,1,3.9,6.0,4,7.9,6,31,4,14.0,0,0,0,1
21,1,0,1.3,1.8,3,6.1,8,40,6,2.7,1,0,0,0
59,2,1,1.6,3.7,1,6.9,8,20,1,10.2,1,0,0,0
20,2,0,10.7,2.6,4,7.9,8,16,0,9.0,0,1,0,0
58,1,1,11.1,2.7,6,8.3,9,15,2,13.0,0,0,1,0
40,1,0,7.7,1.6,8,4.9,10,11,5,4.6,1,0,0,0
27,0,0,11.6,0.7,9,5.2,6,26,0,5.3,0,1,0,0
46,0,1,7.0,7.0,6,7.1,2,49,3,8.9,0,0,1,0
52,2,0,6.1,1.0,1,7.0,3,35,3,4.4,0,0,1,0
22,0,1,6.2,7.8,2,7.0,1,40,6,5.5,0,0,0,1
19,0,0,9.0,7.9,3,5.1,1,19,5,8.1,1,0,0,0
41,0,0,2.7,6.1,10,8.9,9,19,4,2.2,0,0,0,1
38,2,1,2.3,2.3,10,5.3,10,40,1,12.5,0,0,1,0
59,2,1,11.2,0.8,1,7.6,8,43,1,6.2,0,1,0,0
51,0,1,2.5,5.7,9,6.1,5,27,6,6.4,0,0,0,1
60,2,1,2.1,0.9,7,7.0,9,15,5,10.5,0,0,1,0
20,0,1,7.7,6.2,3,5.9,8,14,2,4.6,1,0,0,0
20,0,0,5.5,5.0,1,5.3,6,46,1,7.3,0,0,0,1
19,0,1,4.2,3.2,2,6.4,5,33,1,2.7,0,0,1,0
27,1,0,7.1,3.8,1,7.9,2,19,3,5.1,0,0,1,0
48,0,0,10.9,7.6,1,6.5,4,24,4,12.2,1,0,0,0
29,2,1,1.8,3.8,6,4.6,2,14,3,12.3,0,1,0,0
26,0,0,4.7,6.3,4,8.6,2,34,6,13.1,0,1,0,0
22,2,0,5.7,3.2,9,4.9,7,43,2,4.6,0,0,0,1
37,2,0,2.5,5.7,4,6.5,4,39,6,5.3,0,0,1,0
29,1,1,12.0,5.9,10,6.3,6,37,3,5.2,0,0,0,1
38,0,1,10.0,5.5,6,6.9,7,47,0,6.6,0,1,0,0
47,0,0,4.8,6.2,3,4.9,6,42,3,9.1,0,1,0,0
60,0,0,9.8,6.3,9,6.4,5,37,3,3.9,0,0,1,0
30,2,0,6.6,0.7,3,4.9,5,14,0,5.4,0,0,0,1
25,2,0,5.8,2.2,1,8.2,5,36,1,12.7,0,0,0,1
45,2,1,9.2,2.8,1,5.7,10,11,5,3.3,0,1,0,0
19,0,1,7.1,5.5,2,5.1,5,23,0,13.2,1,0,0,0
56,1,0,8.4,0.9,3,4.7,10,9,5,6.6,0,1,0,0
37,0,1,10.7,1.6,3,8.7,6,19,3,10.5,1,0,0,0
32,0,1,10.6,7.4,8,4.3,10,35,2,2.0,1,0,0,0
54,1,0,5.5,7.7,1,6.7,7,53,2,4.1,1,0,0,0
25,0,0,3.4,0.9,2,8.4,9,39,1,9.7,0,1,0,0
31,0,0,4.2,2.2,10,8.4,7,35,0,11.0,0,0,1,0
43,2,1,4.4,3.3,10,7.2,5,7,6,7.8,0,0,0,1
51,0,0,8.5,7.7,6,8.1,7,36,1,10.5,0,0,1,0
58,0,1,9.3,7.6,7,4.1,8,7,0,9.9,0,0,1,0
23,2,0,1.4,6.6,9,4.8,1,44,0,6.1,1,0,0,0
49,2,0,11.7,4.6,7,7.5,7,10,0,7.2,0,0,0,1
28,2,1,6.2,1.5,2,5.8,10,15,6,6.1,0,1,0,0
20,0,0,5.9,6.8,10,4.1,7,58,0,8.9,0,1,0,0
30,1,0,10.5,1.4,5,8.4,4,49,2,3.9,0,1,0,0
25,1,0,1.3,1.2,7,4.8,1,15,3,5.5,0,0,0,1
30,2,0,2.9,5.4,8,5.9,5,42,2,9.2,0,0,1,0
42,0,0,11.3,5.4,2,6.5,4,29,5,7.3,0,1,0,0
57,1,1,7.6,2.4,2,4.9,10,14,2,2.4,0,1,0,0
40,1,1,5.2,5.7,8,7.4,4,12,2,10.3,0,0,0,1
40,0,1,5.6,4.6,4,5.7,2,31,6,11.3,0,0,1,0
27,0,0,10.7,0.5,3,4.7,1,35,4,5.7,0,1,0,0
51,2,1,3.0,5.4,2,8.4,4,29,4,10.8,0,1,0,0
43,2,0,1.4,4.7,3,4.3,8,8,4,11.0,0,0,0,1
29,1,1,7.7,6.8,6,7.0,4,26,0,13.0,0,0,1,0
19,1,0,1.1,3.3,3,9.0,6,25,6,10.3,0,0,0,1
56,0,0,7.5,7.4,4,6.2,4,9,3,7.6,0,1,0,0
59,0,1,4.7,6.7,1,6.7,7,41,6,13.8,1,0,0,0
29,1,0,11.8,7.3,1,6.5,4,32,4,11.6,0,0,0,1
54,2,1,6.0,6.8,4,6.9,10,24,4,13.3,0,1,0,0
58,1,1,8.8,6.0,10,5.5,3,29,0,10.1,0,0,1,0
49,0,0,8.8,3.4,8,6.7,4,20,0,11.9,1,0,0,0
33,2,1,6.5,4.4,6,5.5,10,47,6,11.3,0,0,1,0
40,2,0,10.4,6.9,5,7.5,4,58,3,10.6,1,0,0,0
26,1,0,6.1,4.7,4,5.3,7,33,5,2.7,0,0,1,0
41,1,0,5.3,2.7,1,5.7,9,16,1,13.2,1,0,0,0
57,2,1,11.1,1.6,8,7.8,1,8,0,9.6,0,1,0,0
40,0,0,3.5,5.6,9,7.7,5,58,4,13.1,0,0,1,0
60,2,1,3.3,2.0,4,6.3,7,55,3,13.3,0,0,1,0
31,0,0,8.6,7.8,6,8.4,7,27,4,13.9,0,1,0,0
33,2,0,8.3,0.7,1,4.5,9,59,6,11.5,0,1,0,0
27,1,0,11.1,2.6,4,6.0,8,50,2,6.7,0,0,1,0
28,2,0,4.3,4.0,4,4.1,4,30,1,6.9,1,0,0,0
27,1,1,11.7,0.9,1,7.4,3,8,5,10.3,0,0,1,0
58,1,1,1.5,0.8,4,6.7,10,47,2,2.3,0,1,0,0
46,2,1,1.5,6.8,4,4.1,8,10,0,6.9,0,0,0,1
32,1,1,10.4,6.0,2,5.0,8,47,4,12.0,0,0,1,0
57,1,0,4.6,4.9,6,7.0,1,15,4,12.2,0,0,1,0
30,1,1,4.4,0.5,3,5.7,4,31,5,6.0,0,1,0,0
51,1,0,11.8,3.9,2,6.9,3,45,6,6.4,0,1,0,0
56,0,0,2.2,7.4,3,4.9,4,50,1,12.8,1,0,0,0
56,1,0,7.9,2.3,8,8.9,1,40,3,3.2,0,0,0,1
29,0,1,1.4,1.0,3,7.8,7,45,1,9.6,1,0,0,0
18,2,0,10.2,1.6,4,5.3,2,43,0,2.1,0,1,0,0
36,2,1,7.3,4.7,7,7.6,4,48,0,5.8,1,0,0,0
41,1,0,3.4,2.3,1,7.8,6,25,5,6.9,1,0,0,0
48,0,0,8.0,3.6,3,7.6,8,56,0,8.5,0,1,0,0
32,0,1,8.8,6.5,6,6.2,10,48,1,8.2,0,0,1,0
40,0,0,8.4,2.6,4,6.2,8,30,6,9.2,1,0,0,0
32,1,1,4.9,0.8,3,7.6,10,13,0,9.7,0,0,1,0
26,1,1,6.4,2.3,8,4.0,2,22,1,7.4,0,1,0,0
32,1,1,7.9,1.0,4,8.7,4,46,0,3.5,0,0,1,0
45,0,0,1.7,2.1,5,5.4,5,44,5,8.7,0,0,1,0
45,1,0,1.7,3.1,5,8.4,3,47,5,12.1,0,1,0,0
23,1,1,5.1,1.1,10,8.5,3,18,5,8.6,1,0,0,0
50,2,1,2.7,6.2,4,7.8,10,57,6,2.3,1,0,0,0
40,0,1,6.8,6.9,8,4.7,10,23,5,6.1,0,0,0,1
20,2,0,4.3,1.5,2,8.0,2,54,5,3.0,0,0,0,1
48,1,1,10.8,4.1,7,7.1,10,51,6,6.5,0,1,0,0
43,2,0,4.9,4.2,10,4.8,2,45,1,10.6,0,0,1,0
23,1,0,10.1,1.8,3,7.0,10,54,5,13.8,0,1,0,0
21,1,1,3.2,7.6,1,6.8,9,25,0,4.3,0,0,1,0
53,0,0,8.1,6.9,3,8.2,5,20,4,5.6,0,0,1,0
47,0,0,9.7,6.8,6,5.0,1,17,6,3.5,0,0,1,0
20,1,0,10.3,7.4,7,8.2,7,50,3,9.1,0,1,0,0
50,2,1,4.8,7.3,7,4.0,9,38,1,9.5,0,0,0,1
29,0,1,1.1,5.1,3,6.1,10,10,2,7.4,1,0,0,0
42,0,1,3.1,4.6,2,7.6,7,34,6,12.4,1,0,0,0
56,1,0,6.9,2.6,9,7.9,1,57,5,2.9,0,1,0,0
49,0,1,8.4,6.7,9,4.6,2,41,2,2.5,0,1,0,0
25,2,0,9.1,6.2,7,7.2,10,41,2,12.4,0,1,0,0
50,1,0,9.8,0.5,4,6.3,1,21,3,3.0,1,0,0,0
28,2,1,6.3,1.7,3,7.9,4,32,2,11.1,1,0,0,0
30,1,1,4.4,4.1,7,8.7,2,15,1,2.9,0,0,0,1
42,2,0,2.0,5.8,3,7.3,7,42,1,2.8,1,0,0,0
20,0,1,10.2,2.9,2,6.8,5,35,0,6.6,0,1,0,0
24,1,1,2.5,4.7,9,4.5,9,60,3,3.9,0,0,0,1
18,2,1,7.5,7.1,2,5.4,1,47,0,7.8,0,1,0,0
49,1,0,2.5,7.7,1,6.1,1,32,2,5.9,0,1,0,0
25,1,0,2.2,4.4,1,8.9,2,22,1,3.4,0,0,1,0
27,0,0,2.8,2.1,10,6.4,3,35,2,6.6,0,0,0,1
43,2,1,3.1,4.6,2,6.2,10,6,1,11.3,1,0,0,0
24,1,1,3.6,3.3,8,7.3,7,11,1,10.6,0,0,0,1
40,1,0,1.6,6.3,1,6.2,4,8,2,7.0,1,0,0,0
59,1,1,1.7,0.8,5,8.8,1,10,2,5.7,1,0,0,0
53,0,1,9.3,3.6,9,7.7,2,51,4,9.0,0,1,0,0
32,1,0,6.4,2.2,10,5.5,1,12,0,6.0,0,0,1,0
53,1,0,10.4,0.9,5,4.8,8,36,3,5.2,0,0,1,0
53,1,0,9.7,6.7,1,7.6,3,29,5,2.2,0,0,0,1
58,2,1,7.3,6.4,8,5.5,8,39,5,12.5,1,0,0,0
29,1,0,3.0,4.5,1,7.3,6,58,2,9.5,0,0,0,1
23,2,1,1.3,4.7,1,8.5,6,23,6,13.1,0,0,0,1
49,1,1,10.8,6.5,7,5.3,9,13,6,9.9,0,0,0,1
60,2,0,9.9,2.6,9,5.6,2,12,1,8.2,1,0,0,0
58,2,1,5.5,6.5,4,7.6,8,8,4,5.6,1,0,0,0
45,1,0,4.7,7.1,4,6.2,10,41,0,3.8,1,0,0,0
34,1,1,9.1,5.3,5,7.7,2,6,2,6.7,0,1,0,0
52,0,0,11.2,3.6,8,6.4,4,28,2,7.5,1,0,0,0
34,0,0,1.6,1.2,10,8.1,7,22,0,9.8,0,1,0,0
43,2,0,1.9,5.2,9,4.2,6,54,5,5.1,1,0,0,0
48,0,0,9.0,4.6,6,5.4,5,25,6,5.3,0,1,0,0
30,2,0,6.1,2.7,3,5.9,8,28,4,2.9,0,1,0,0
38,0,1,9.7,7.2,5,6.4,3,37,5,9.5,0,0,1,0
46,0,1,4.1,4.0,2,7.5,7,15,6,13.0,0,0,0,1
34,2,1,7.4,2.5,2,4.1,6,15,1,8.7,0,1,0,0
26,0,1,7.1,3.7,3,5.4,8,36,1,4.0,1,0,0,0
27,2,0,2.8,4.5,4,8.4,7,46,4,4.3,0,1,0,0
31,1,0,9.7,4.3,6,5.9,10,55,6,12.6,0,1,0,0
31,1,0,2.1,3.5,10,8.5,8,37,2,6.1,1,0,0,0
27,1,1,10.7,3.3,3,8.3,7,36,1,13.7,0,0,0,1
27,1,1,5.8,0.6,3,6.1,8,42,1,7.4,0,1,0,0
28,0,1,6.0,5.6,1,5.8,5,54,0,5.8,0,0,0,1
50,1,1,9.7,6.9,8,5.9,9,8,6,2.1,0,0,1,0
19,2,0,7.4,3.2,2,8.6,4,12,4,10.4,1,0,0,0
58,2,0,5.1,2.3,9,8.0,6,33,0,9.9,0,1,0,0
24,0,1,11.5,3.0,9,7.8,8,30,4,2.5,0,0,1,0
56,1,0,11.7,1.0,4,5.5,10,40,2,10.9,1,0,0,0
36,2,1,7.9,6.7,5,7.9,1,23,6,5.9,0,0,0,1
34,2,0,9.6,6.4,6,5.0,9,23,0,5.0,0,0,1,0
27,1,1,7.3,2.7,5,8.5,3,56,5,6.6,0,1,0,0
40,0,0,3.1,3.4,8,8.0,3,59,0,8.1,0,1,0,0
53,0,0,1.1,3.0,8,8.6,1,34,2,10.2,0,1,0,0
60,1,1,1.5,8.0,6,6.5,10,13,3,11.8,0,0,1,0
54,1,0,3.5,3.3,4,4.3,6,39,3,14.0,0,1,0,0
27,0,1,5.9,5.2,9,6.5,9,30,4,10.9,0,0,0,1
60,0,1,9.1,3.2,7,7.0,3,58,6,13.8,1,0,0,0
58,2,1,3.2,5.6,4,7.5,7,24,2,5.8,0,0,0,1
29,2,0,3.8,4.9,4,4.5,5,32,6,4.7,0,0,1,0
29,0,1,6.0,5.2,1,5.7,1,53,6,12.5,0,1,0,0
40,2,0,9.1,1.5,1,4.3,9,14,6,4.1,0,1,0,0
43,1,1,8.5,5.5,6,6.2,1,28,3,9.6,0,0,0,1
21,0,0,9.6,4.9,6,7.9,2,60,4,4.0,0,0,0,1
42,2,0,2.5,5.2,7,7.8,9,53,1,11.5,1,0,0,0
29,2,1,5.3,3.0,7,8.0,8,21,6,10.5,0,1,0,0
57,1,1,4.0,7.0,8,7.1,7,43,2,6.2,0,1,0,0
39,2,0,8.0,5.2,4,5.6,6,33,2,2.9,0,0,1,0
31,2,1,11.7,0.9,3,7.0,3,35,6,14.0,0,1,0,0
41,2,1,6.0,2.6,7,7.8,9,5,3,13.8,0,0,1,0
59,0,1,7.7,1.1,4,5.6,3,11,2,2.3,1,0,0,0
21,0,0,3.3,1.3,2,5.2,4,54,2,5.3,0,0,0,1
42,2,1,11.3,5.8,10,8.8,3,28,5,6.4,0,0,1,0
33,2,0,3.0,7.2,4,6.4,10,17,3,4.6,0,1,0,0
58,1,1,4.1,7.1,10,5.8,2,32,6,13.4,0,0,0,1
48,2,0,8.2,5.6,6,6.7,3,44,3,5.5,0,0,0,1
33,0,1,6.2,6.4,5,7.0,4,33,5,5.5,0,1,0,0
22,0,0,10.4,4.5,10,7.8,3,45,3,5.6,0,0,1,0
59,1,0,4.6,1.1,4,5.6,8,59,6,5.2,0,0,1,0
25,2,0,5.1,2.6,6,4.6,9,58,6,7.4,0,1,0,0
52,1,0,9.6,3.3,3,5.5,8,36,4,3.1,1,0,0,0
21,1,0,9.9,3.4,1,6.1,9,32,0,11.8,0,0,1,0
35,2,0,2.5,2.9,5,4.4,7,15,4,10.6,0,0,1,0
43,2,0,7.1,1.7,5,9.0,10,27,2,11.0,0,0,0,1
49,0,1,8.5,7.7,10,5.2,10,19,5,11.5,0,0,0,1
35,2,1,4.2,6.7,2,4.7,7,28,6,7.9,0,0,1,0
24,2,1,11.8,5.0,7,7.0,5,36,1,11.0,1,0,0,0
33,0,1,7.0,1.7,10,5.3,6,49,1,6.7,0,1,0,0
18,0,1,11.9,6.6,2,6.3,3,28,1,4.1,0,0,0,1
49,1,1,7.2,4.3,4,4.6,10,30,1,4.1,1,0,0,0
60,2,1,3.9,4.3,7,8.4,1,19,3,7.2,0,0,1,0
38,0,0,9.3,4.0,2,6.6,5,43,3,13.4,1,0,0,0
32,1,0,5.0,5.1,4,6.9,3,37,1,7.4,0,0,0,1
53,2,0,8.9,7.3,2,7.7,6,6,4,9.3,0,1,0,0
37,0,0,4.5,1.5,7,7.4,2,9,2,3.2,1,0,0,0
25,1,0,7.9,1.7,5,4.8,3,35,5,9.9,1,0,0,0
59,0,0,9.0,3.7,5,7.5,8,42,4,13.9,0,0,0,1
53,0,1,1.2,6.9,4,4.8,3,7,0,8.6,1,0,0,0
38,2,0,7.3,1.4,6,4.1,8,15,2,12.2,0,0,0,1
27,0,1,4.8,6.3,10,4.7,3,16,5,4.8,0,0,1,0
18,2,0,1.5,3.5,8,6.5,4,30,0,7.3,0,0,0,1
60,0,1,8.8,7.2,4,7.2,9,32,4,11.1,0,0,0,1
22,2,0,11.7,5.0,8,8.4,7,58,2,8.1,0,1,0,0
32,2,0,8.5,6.1,5,5.4,4,27,1,9.0,0,0,0,1
42,1,1,10.8,6.3,3,5.3,5,6,4,8.0,0,0,1,0
29,2,1,4.6,1.7,9,7.3,10,48,4,12.3,1,0,0,0
43,0,0,10.6,4.1,5,7.1,3,13,2,11.0,0,0,0,1
60,1,1,5.0,8.0,4,7.8,10,14,6,5.2,0,1,0,0
21,1,0,11.2,3.3,4,6.0,7,13,5,7.4,1,0,0,0
50,1,1,3.8,1.8,2,6.8,1,5,5,6.4,0,0,1,0
36,0,1,5.0,6.5,7,8.2,8,38,6,10.2,0,0,1,0
60,0,0,7.0,2.4,4,4.6,7,23,1,9.6,0,0,0,1
43,1,1,9.3,4.3,4,8.1,1,13,3,13.1,0,0,0,1
32,2,1,7.3,1.8,3,5.4,2,55,5,6.4,0,0,1,0
54,0,0,9.5,7.2,3,8.2,3,42,2,13.9,0,1,0,0
48,2,0,8.1,5.7,5,4.7,5,10,1,11.4,0,0,1,0
60,2,1,7.3,3.6,7,4.3,5,47,5,10.9,1,0,0,0
41,2,1,2.5,3.7,2,7.9,2,38,6,9.1,0,0,1,0
42,0,0,4.3,7.4,5,5.9,3,34,1,7.8,1,0,0,0
22,1,0,9.2,3.3,5,4.5,1,40,4,12.9,0,0,1,0
38,1,1,5.9,7.2,8,8.7,8,7,0,8.4,0,0,1,0
35,0,1,5.2,5.6,4,8.4,10,50,6,8.3,1,0,0,0
48,0,1,4.1,1.9,1,5.5,1,31,2,8.8,0,0,0,1
20,2,0,10.4,1.0,9,8.4,6,28,1,4.4,0,1,0,0
41,2,1,2.8,7.9,7,7.5,2,48,2,12.2,1,0,0,0
38,2,0,3.0,6.6,7,8.7,8,57,1,10.8,1,0,0,0
34,0,0,7.4,7.1,7,6.1,7,54,4,9.3,0,0,0,1
54,1,0,9.6,2.4,1,4.4,10,24,0,9.8,1,0,0,0
22,1,0,5.9,7.5,10,6.5,7,6,3,7.3,0,0,1,0
29,1,0,3.0,7.8,9,8.3,10,27,4,11.2,1,0,0,0
58,0,0,4.9,6.8,9,7.9,4,21,1,11.4,0,0,0,1
60,2,1,2.6,0.6,2,6.0,1,31,2,9.8,0,0,1,0
22,1,1,4.1,5.5,4,7.1,2,60,5,5.0,0,0,0,1
41,2,0,9.9,4.4,6,6.6,4,42,5,12.3,0,0,1,0
23,1,1,7.3,4.0,9,8.6,10,7,6,9.1,0,1,0,0
45,2,1,11.5,7.8,8,4.0,1,35,4,6.7,0,0,1,0
35,1,0,8.8,7.1,2,6.0,4,18,3,5.0,0,1,0,0
22,1,1,4.0,1.2,2,8.9,4,17,3,5.7,0,0,0,1
22,0,1,10.0,6.8,1,6.1,9,54,2,11.3,0,0,1,0
54,1,1,8.4,0.9,4,4.1,6,37,2,8.9,1,0,0,0
39,0,1,5.0,7.9,6,6.8,7,39,3,6.8,0,0,1,0
39,0,1,8.8,0.6,6,8.8,1,20,6,9.0,0,0,0,1
45,0,1,10.4,1.1,4,7.6,6,42,6,7.4,0,0,0,1
35,2,1,9.1,1.3,3,7.1,5,14,6,12.0,1,0,0,0
19,2,0,5.5,7.3,6,7.2,10,55,6,12.5,0,0,1,0
54,0,1,6.7,5.0,1,5.0,1,17,2,6.5,0,0,0,1
60,0,1,5.7,7.2,3,7.2,4,26,3,3.6,0,1,0,0
23,2,1,11.7,1.9,1,4.6,10,48,5,7.5,0,0,0,1
54,1,1,8.3,3.2,4,8.8,9,56,6,5.6,0,0,0,1
42,1,1,2.7,2.4,2,5.6,1,7,3,13.3,0,1,0,0
55,2,1,1.2,2.5,4,4.0,10,35,2,3.8,1,0,0,0
31,1,1,4.0,2.0,4,7.5,8,42,2,12.0,0,0,1,0
55,0,1,6.1,7.3,2,4.7,10,60,5,10.5,1,0,0,0
38,2,1,5.3,1.3,10,6.8,5,57,0,4.1,1,0,0,0
46,0,0,7.7,4.6,10,6.9,5,24,2,3.1,0,0,0,1
53,2,0,10.9,2.0,8,8.8,9,43,3,12.3,0,0,1,0
49,1,1,3.9,3.8,2,7.1,3,25,1,8.3,1,0,0,0
40,0,0,2.6,6.9,6,7.9,6,22,1,12.9,0,0,0,1
